orden,cantidad,tipo
1515322184,2,ECM
1515322248,2,ECM
1515322346,2,ECM
1515322387,2,ECM
1515322432,2,ECM
1515322516,2,ECM
1515322523,2,ECM
1515322623,2,ECM
1515322649,2,ECM
1515322662,2,ECM
1515322672,2,ECM
1515322785,2,ECM
1515322787,2,ECM
1515322816,2,ECM
1515322838,2,ECM
1515323582,2,ECM
1515323650,2,ECM
1515323800,2,ECM
1515323829,2,ECM
1515323858,2,ECM
1515323917,2,ECM
1515323928,2,ECM
1515323931,2,ECM
1515323996,2,ECM
1515324010,2,ECM
1515324138,2,ECM
1515324141,2,ECM
1515324153,2,ECM
1515324193,2,ECM
1515324232,2,ECM
1515324267,2,ECM
1515324287,2,ECM
1515324322,2,ECM
1515324363,2,ECM
1515324468,2,ECM
30985630,1,ECM
30986691,1,ECM
30989519,1,ECM
30993710,1,ECM
30993768,1,ECM
30993833,1,ECM
30994002,1,ECM
30994013,1,ECM
30994093,1,ECM
30994109,1,ECM
30994142,1,ECM
30994156,1,ECM
30994163,1,ECM
30994168,1,ECM
30994175,1,ECM
30994203,1,ECM
30994208,1,ECM
30994214,1,ECM
30994220,1,ECM
30994239,1,ECM
30994246,1,ECM
30994314,1,ECM
30994320,1,ECM
30994324,1,ECM
30994337,1,ECM
30994342,1,ECM
30994390,1,ECM
30994391,1,ECM
30994409,1,ECM
30994416,1,ECM
30994422,1,ECM
30994430,1,ECM
30994448,1,ECM
30994467,1,ECM
30994532,1,ECM
30994574,1,ECM
30994576,1,ECM
30994596,1,ECM
30994597,1,ECM
30994599,1,ECM
30994604,1,ECM
30994611,1,ECM
30994614,1,ECM
30994636,1,ECM
30994640,1,ECM
30994650,1,ECM
30994652,1,ECM
30994657,1,ECM
30994660,1,ECM
30994666,1,ECM
30994673,1,ECM
30994727,1,ECM
30994737,1,ECM
30994747,1,ECM
30994753,1,ECM
30994756,1,ECM
30994771,1,ECM
30994785,1,ECM
30994813,1,ECM
30994817,1,ECM
30994820,1,ECM
30994824,1,ECM
30994835,1,ECM
30994844,1,ECM
30994847,1,ECM
30994850,1,ECM
30994853,1,ECM
30994862,1,ECM
30994890,1,ECM
30994905,1,ECM
30994914,1,ECM
30994934,1,ECM
30994938,1,ECM
30994945,1,ECM
30994946,1,ECM
30994950,1,ECM
30994965,1,ECM
30994967,1,ECM
30994971,1,ECM
30995003,1,ECM
30995008,1,ECM
30995019,1,ECM
30995052,1,ECM
30995060,1,ECM
30995067,1,ECM
30995070,1,ECM
30995085,1,ECM
30995088,1,ECM
30995107,1,ECM
30995111,1,ECM
30995128,1,ECM
1515148499,1,ECM
1515155276,1,ECM
1515160388,1,ECM
1515161617,1,ECM
1515164432,1,ECM
1515166526,1,ECM
1515167376,1,ECM
1515168105,1,ECM
1515168538,1,ECM
1515168734,1,ECM
1515171094,1,ECM
1515173653,1,ECM
1515174947,1,ECM
1515176539,1,ECM
1515267034,1,ECM
1515272611,1,ECM
1515277299,1,ECM
1515280556,1,ECM
1515280623,1,ECM
1515283107,1,ECM
1515283111,1,ECM
1515283116,1,ECM
1515283125,1,ECM
1515283129,1,ECM
1515283187,1,ECM
1515283190,1,ECM
1515283192,1,ECM
1515283201,1,ECM
1515283225,1,ECM
1515283256,1,ECM
1515283258,1,ECM
1515283270,1,ECM
1515283311,1,ECM
1515283315,1,ECM
1515283332,1,ECM
1515283333,1,ECM
1515283348,1,ECM
1515283371,1,ECM
1515283385,1,ECM
1515283394,1,ECM
1515283398,1,ECM
1515283406,1,ECM
1515283408,1,ECM
1515283411,1,ECM
1515283420,1,ECM
1515283439,1,ECM
1515283440,1,ECM
1515283457,1,ECM
1515283461,1,ECM
1515283502,1,ECM
1515283510,1,ECM
1515283747,1,ECM
1515283779,1,ECM
1515283784,1,ECM
1515283785,1,ECM
1515283790,1,ECM
1515283791,1,ECM
1515283793,1,ECM
1515283807,1,ECM
1515283813,1,ECM
1515283814,1,ECM
1515283834,1,ECM
1515283836,1,ECM
1515283838,1,ECM
1515283839,1,ECM
1515283868,1,ECM
1515283871,1,ECM
1515283872,1,ECM
1515283874,1,ECM
1515283883,1,ECM
1515283886,1,ECM
1515283901,1,ECM
1515283904,1,ECM
1515283907,1,ECM
1515283914,1,ECM
1515283962,1,ECM
1515283965,1,ECM
1515283989,1,ECM
1515283994,1,ECM
1515283995,1,ECM
1515284005,1,ECM
1515284010,1,ECM
1515284024,1,ECM
1515284058,1,ECM
1515284078,1,ECM
1515284080,1,ECM
1515284105,1,ECM
1515284106,1,ECM
1515284109,1,ECM
1515284113,1,ECM
1515284126,1,ECM
1515284137,1,ECM
1515284142,1,ECM
1515284181,1,ECM
1515284186,1,ECM
1515284189,1,ECM
1515284191,1,ECM
1515284195,1,ECM
1515284219,1,ECM
1515284225,1,ECM
1515284226,1,ECM
1515284232,1,ECM
1515284239,1,ECM
1515284270,1,ECM
1515284271,1,ECM
1515284294,1,ECM
1515284330,1,ECM
1515284332,1,ECM
1515284364,1,ECM
1515284372,1,ECM
1515284387,1,ECM
1515284389,1,ECM
1515284414,1,ECM
1515284420,1,ECM
1515284432,1,ECM
1515284460,1,ECM
1515284461,1,ECM
1515284464,1,ECM
1515284473,1,ECM
1515284474,1,ECM
1515284486,1,ECM
1515284489,1,ECM
1515284511,1,ECM
1515284520,1,ECM
1515284523,1,ECM
1515284529,1,ECM
1515284532,1,ECM
1515284535,1,ECM
1515284539,1,ECM
1515284565,1,ECM
1515284566,1,ECM
1515284588,1,ECM
1515284617,1,ECM
1515284619,1,ECM
1515284623,1,ECM
1515284636,1,ECM
1515284664,1,ECM
1515284669,1,ECM
1515284675,1,ECM
1515284679,1,ECM
1515284685,1,ECM
1515284690,1,ECM
1515284718,1,ECM
1515284724,1,ECM
1515284757,1,ECM
1515284760,1,ECM
1515284761,1,ECM
1515284773,1,ECM
1515284774,1,ECM
1515284776,1,ECM
1515284777,1,ECM
1515284786,1,ECM
1515284790,1,ECM
1515284795,1,ECM
1515284811,1,ECM
1515284813,1,ECM
1515284824,1,ECM
1515284832,1,ECM
1515284865,1,ECM
1515284868,1,ECM
1515284872,1,ECM
1515284876,1,ECM
1515284895,1,ECM
1515284921,1,ECM
1515284927,1,ECM
1515284929,1,ECM
1515284935,1,ECM
1515284936,1,ECM
1515284948,1,ECM
1515284950,1,ECM
1515284952,1,ECM
1515284954,1,ECM
1515284955,1,ECM
1515284988,1,ECM
1515284990,1,ECM
1515285035,1,ECM
1515285047,1,ECM
1515285048,1,ECM
1515285049,1,ECM
1515285051,1,ECM
1515285056,1,ECM
1515285063,1,ECM
1515285073,1,ECM
1515285102,1,ECM
1515285111,1,ECM
1515285116,1,ECM
1515285121,1,ECM
1515285182,1,ECM
1515285185,1,ECM
1515285190,1,ECM
1515285205,1,ECM
1515285208,1,ECM
1515285254,1,ECM
1515285259,1,ECM
1515285262,1,ECM
1515285269,1,ECM
1515285273,1,ECM
1515285286,1,ECM
1515285288,1,ECM
1515285314,1,ECM
1515285318,1,ECM
1515285329,1,ECM
1515285330,1,ECM
1515285342,1,ECM
1515285350,1,ECM
1515285351,1,ECM
1515285382,1,ECM
1515285384,1,ECM
1515285385,1,ECM
1515285386,1,ECM
1515285392,1,ECM
1515285403,1,ECM
1515285407,1,ECM
1515285414,1,ECM
1515285421,1,ECM
1515285427,1,ECM
1515285473,1,ECM
1515285496,1,ECM
1515285501,1,ECM
1515285503,1,ECM
1515285548,1,ECM
1515285556,1,ECM
1515285567,1,ECM
1515285579,1,ECM
1515285585,1,ECM
1515285616,1,ECM
1515285622,1,ECM
1515285623,1,ECM
1515285627,1,ECM
1515285684,1,ECM
1515285686,1,ECM
1515285687,1,ECM
1515285710,1,ECM
1515285714,1,ECM
1515285727,1,ECM
1515285732,1,ECM
1515285773,1,ECM
1515285777,1,ECM
1515285779,1,ECM
1515285784,1,ECM
1515285791,1,ECM
1515285794,1,ECM
1515285840,1,ECM
1515285843,1,ECM
1515285858,1,ECM
1515285864,1,ECM
1515285867,1,ECM
1515285873,1,ECM
1515285875,1,ECM
1515285879,1,ECM
1515285908,1,ECM
1515285910,1,ECM
1515285911,1,ECM
1515285937,1,ECM
1515285938,1,ECM
1515285945,1,ECM
1515285977,1,ECM
1515285981,1,ECM
1515285985,1,ECM
1515285986,1,ECM
1515285988,1,ECM
1515285994,1,ECM
1515285995,1,ECM
1515285996,1,ECM
1515286000,1,ECM
1515286008,1,ECM
1515286010,1,ECM
1515286012,1,ECM
1515286047,1,ECM
1515286052,1,ECM
1515286063,1,ECM
1515286067,1,ECM
1515286072,1,ECM
1515286078,1,ECM
1515286084,1,ECM
1515286126,1,ECM
1515286128,1,ECM
1515286139,1,ECM
1515286142,1,ECM
1515286151,1,ECM
1515286154,1,ECM
1515286192,1,ECM
1515286193,1,ECM
1515286195,1,ECM
1515286197,1,ECM
1515286218,1,ECM
1515286225,1,ECM
1515286226,1,ECM
1515286229,1,ECM
1515286273,1,ECM
1515286281,1,ECM
1515286286,1,ECM
1515286287,1,ECM
1515286295,1,ECM
1515286299,1,ECM
1515286306,1,ECM
1515286327,1,ECM
1515286330,1,ECM
1515286335,1,ECM
1515286344,1,ECM
1515286347,1,ECM
1515286352,1,ECM
1515286361,1,ECM
1515286366,1,ECM
1515286410,1,ECM
1515286413,1,ECM
1515286421,1,ECM
1515286427,1,ECM
1515286428,1,ECM
1515286430,1,ECM
1515286431,1,ECM
1515286464,1,ECM
1515286470,1,ECM
1515286473,1,ECM
1515286487,1,ECM
1515286496,1,ECM
1515286499,1,ECM
1515286504,1,ECM
1515286565,1,ECM
1515286570,1,ECM
1515286579,1,ECM
1515286585,1,ECM
1515286597,1,ECM
1515286630,1,ECM
1515286632,1,ECM
1515286634,1,ECM
1515286637,1,ECM
1515286638,1,ECM
1515286644,1,ECM
1515286660,1,ECM
1515286670,1,ECM
1515286672,1,ECM
1515286675,1,ECM
1515286677,1,ECM
1515286708,1,ECM
1515286715,1,ECM
1515286720,1,ECM
1515286726,1,ECM
1515286730,1,ECM
1515286737,1,ECM
1515286827,1,ECM
1515286830,1,ECM
1515286831,1,ECM
1515286834,1,ECM
1515286843,1,ECM
1515286850,1,ECM
1515286851,1,ECM
1515286855,1,ECM
1515286860,1,ECM
1515286903,1,ECM
1515286908,1,ECM
1515286911,1,ECM
1515286912,1,ECM
1515286913,1,ECM
1515286916,1,ECM
1515286930,1,ECM
1515286931,1,ECM
1515286936,1,ECM
1515286937,1,ECM
1515286939,1,ECM
1515286944,1,ECM
1515286984,1,ECM
1515286990,1,ECM
1515286994,1,ECM
1515286999,1,ECM
1515287001,1,ECM
1515287004,1,ECM
1515287008,1,ECM
1515287013,1,ECM
1515287026,1,ECM
1515287083,1,ECM
1515287098,1,ECM
1515287099,1,ECM
1515287100,1,ECM
1515287106,1,ECM
1515287110,1,ECM
1515287112,1,ECM
1515287163,1,ECM
1515287176,1,ECM
1515287183,1,ECM
1515287189,1,ECM
1515287205,1,ECM
1515287213,1,ECM
1515287218,1,ECM
1515287248,1,ECM
1515287259,1,ECM
1515287271,1,ECM
1515287272,1,ECM
1515287278,1,ECM
1515287280,1,ECM
1515287345,1,ECM
1515287346,1,ECM
1515287361,1,ECM
1515287364,1,ECM
1515287374,1,ECM
1515287381,1,ECM
1515287387,1,ECM
1515287420,1,ECM
1515287437,1,ECM
1515287440,1,ECM
1515287442,1,ECM
1515287445,1,ECM
1515287459,1,ECM
1515287461,1,ECM
1515287466,1,ECM
1515287467,1,ECM
1515287521,1,ECM
1515287541,1,ECM
1515287545,1,ECM
1515287546,1,ECM
1515287557,1,ECM
1515287558,1,ECM
1515287560,1,ECM
1515287563,1,ECM
1515287564,1,ECM
1515287566,1,ECM
1515287604,1,ECM
1515287607,1,ECM
1515287612,1,ECM
1515287617,1,ECM
1515287628,1,ECM
1515287630,1,ECM
1515287631,1,ECM
1515287647,1,ECM
1515287701,1,ECM
1515287708,1,ECM
1515287709,1,ECM
1515287714,1,ECM
1515287717,1,ECM
1515287721,1,ECM
1515287730,1,ECM
1515287735,1,ECM
1515287753,1,ECM
1515287793,1,ECM
1515287807,1,ECM
1515287838,1,ECM
1515287842,1,ECM
1515287895,1,ECM
1515287896,1,ECM
1515287898,1,ECM
1515287899,1,ECM
1515287900,1,ECM
1515287903,1,ECM
1515287905,1,ECM
1515287928,1,ECM
1515287929,1,ECM
1515287936,1,ECM
1515287948,1,ECM
1515287950,1,ECM
1515287999,1,ECM
1515288001,1,ECM
1515288010,1,ECM
1515288020,1,ECM
1515288024,1,ECM
1515288072,1,ECM
1515288076,1,ECM
1515288077,1,ECM
1515288084,1,ECM
1515288093,1,ECM
1515288094,1,ECM
1515288099,1,ECM
1515288105,1,ECM
1515288110,1,ECM
1515288112,1,ECM
1515288119,1,ECM
1515288162,1,ECM
1515288164,1,ECM
1515288168,1,ECM
1515288169,1,ECM
1515288175,1,ECM
1515288178,1,ECM
1515288186,1,ECM
1515288197,1,ECM
1515288202,1,ECM
1515288254,1,ECM
1515288261,1,ECM
1515288272,1,ECM
1515288273,1,ECM
1515288274,1,ECM
1515288278,1,ECM
1515288319,1,ECM
1515288322,1,ECM
1515288323,1,ECM
1515288324,1,ECM
1515288333,1,ECM
1515288335,1,ECM
1515288339,1,ECM
1515288341,1,ECM
1515288351,1,ECM
1515288355,1,ECM
1515288357,1,ECM
1515288366,1,ECM
1515288401,1,ECM
1515288408,1,ECM
1515288414,1,ECM
1515288417,1,ECM
1515288422,1,ECM
1515288432,1,ECM
1515288436,1,ECM
1515288471,1,ECM
1515288473,1,ECM
1515288475,1,ECM
1515288486,1,ECM
1515288487,1,ECM
1515288500,1,ECM
1515288502,1,ECM
1515288504,1,ECM
1515288533,1,ECM
1515288534,1,ECM
1515288539,1,ECM
1515288542,1,ECM
1515288547,1,ECM
1515288556,1,ECM
1515288564,1,ECM
1515288567,1,ECM
1515288602,1,ECM
1515288616,1,ECM
1515288624,1,ECM
1515288625,1,ECM
1515288628,1,ECM
1515288629,1,ECM
1515288635,1,ECM
1515288636,1,ECM
1515288657,1,ECM
1515288675,1,ECM
1515288679,1,ECM
1515288681,1,ECM
1515288683,1,ECM
1515288684,1,ECM
1515288717,1,ECM
1515288719,1,ECM
1515288720,1,ECM
1515288721,1,ECM
1515288722,1,ECM
1515288723,1,ECM
1515288727,1,ECM
1515288730,1,ECM
1515288736,1,ECM
1515288738,1,ECM
1515288743,1,ECM
1515288746,1,ECM
1515288748,1,ECM
1515288774,1,ECM
1515288779,1,ECM
1515288784,1,ECM
1515288792,1,ECM
1515288798,1,ECM
1515288802,1,ECM
1515288804,1,ECM
1515288805,1,ECM
1515288812,1,ECM
1515288839,1,ECM
1515288846,1,ECM
1515288848,1,ECM
1515288855,1,ECM
1515288856,1,ECM
1515288858,1,ECM
1515288859,1,ECM
1515288861,1,ECM
1515288868,1,ECM
1515288869,1,ECM
1515288919,1,ECM
1515288921,1,ECM
1515288926,1,ECM
1515288935,1,ECM
1515288937,1,ECM
1515288939,1,ECM
1515288947,1,ECM
1515288966,1,ECM
1515288971,1,ECM
1515288989,1,ECM
1515288999,1,ECM
1515289156,1,ECM
1515289159,1,ECM
1515289165,1,ECM
1515289167,1,ECM
1515289171,1,ECM
1515289172,1,ECM
1515289174,1,ECM
1515289188,1,ECM
1515289233,1,ECM
1515289236,1,ECM
1515289241,1,ECM
1515289248,1,ECM
1515289260,1,ECM
1515289265,1,ECM
1515289270,1,ECM
1515289325,1,ECM
1515289331,1,ECM
1515289333,1,ECM
1515289340,1,ECM
1515289341,1,ECM
1515289349,1,ECM
1515289352,1,ECM
1515289355,1,ECM
1515289357,1,ECM
1515289415,1,ECM
1515289422,1,ECM
1515289425,1,ECM
1515289428,1,ECM
1515289433,1,ECM
1515289434,1,ECM
1515289437,1,ECM
1515289443,1,ECM
1515289488,1,ECM
1515289506,1,ECM
1515289546,1,ECM
1515289547,1,ECM
1515289551,1,ECM
1515289555,1,ECM
1515289574,1,ECM
1515289639,1,ECM
1515289645,1,ECM
1515289650,1,ECM
1515289651,1,ECM
1515289671,1,ECM
1515289674,1,ECM
1515289724,1,ECM
1515289725,1,ECM
1515289737,1,ECM
1515289738,1,ECM
1515289803,1,ECM
1515289804,1,ECM
1515289811,1,ECM
1515289821,1,ECM
1515289826,1,ECM
1515289871,1,ECM
1515289875,1,ECM
1515289887,1,ECM
1515289899,1,ECM
1515289903,1,ECM
1515289904,1,ECM
1515289905,1,ECM
1515289907,1,ECM
1515289914,1,ECM
1515289916,1,ECM
1515289973,1,ECM
1515289992,1,ECM
1515290048,1,ECM
1515290052,1,ECM
1515290055,1,ECM
1515290058,1,ECM
1515290070,1,ECM
1515290072,1,ECM
1515290084,1,ECM
1515290085,1,ECM
1515290128,1,ECM
1515290132,1,ECM
1515290141,1,ECM
1515290145,1,ECM
1515290151,1,ECM
1515290154,1,ECM
1515290161,1,ECM
1515290211,1,ECM
1515290212,1,ECM
1515290215,1,ECM
1515290235,1,ECM
1515290297,1,ECM
1515290307,1,ECM
1515290312,1,ECM
1515290317,1,ECM
1515290329,1,ECM
1515290334,1,ECM
1515290335,1,ECM
1515290390,1,ECM
1515290395,1,ECM
1515290400,1,ECM
1515290404,1,ECM
1515290407,1,ECM
1515290412,1,ECM
1515290417,1,ECM
1515290426,1,ECM
1515290456,1,ECM
1515290462,1,ECM
1515290467,1,ECM
1515290471,1,ECM
1515290474,1,ECM
1515290478,1,ECM
1515290481,1,ECM
1515290484,1,ECM
1515290522,1,ECM
1515290528,1,ECM
1515290530,1,ECM
1515290535,1,ECM
1515290580,1,ECM
1515290585,1,ECM
1515290586,1,ECM
1515290599,1,ECM
1515290605,1,ECM
1515290609,1,ECM
1515290611,1,ECM
1515290648,1,ECM
1515290650,1,ECM
1515290660,1,ECM
1515290673,1,ECM
1515290674,1,ECM
1515290707,1,ECM
1515290715,1,ECM
1515290720,1,ECM
1515290728,1,ECM
1515290739,1,ECM
1515290744,1,ECM
1515290791,1,ECM
1515290792,1,ECM
1515290801,1,ECM
1515290802,1,ECM
1515290855,1,ECM
1515290863,1,ECM
1515290864,1,ECM
1515290872,1,ECM
1515290919,1,ECM
1515290926,1,ECM
1515290930,1,ECM
1515290939,1,ECM
1515290941,1,ECM
1515290950,1,ECM
1515290951,1,ECM
1515290999,1,ECM
1515291000,1,ECM
1515291009,1,ECM
1515291011,1,ECM
1515291015,1,ECM
1515291020,1,ECM
1515291024,1,ECM
1515291069,1,ECM
1515291074,1,ECM
1515291075,1,ECM
1515291080,1,ECM
1515291085,1,ECM
1515291093,1,ECM
1515291098,1,ECM
1515291139,1,ECM
1515291143,1,ECM
1515291149,1,ECM
1515291158,1,ECM
1515291211,1,ECM
1515291224,1,ECM
1515291241,1,ECM
1515291300,1,ECM
1515291303,1,ECM
1515291313,1,ECM
1515291371,1,ECM
1515291381,1,ECM
1515291431,1,ECM
1515291439,1,ECM
1515291447,1,ECM
1515291455,1,ECM
1515291460,1,ECM
1515291467,1,ECM
1515291469,1,ECM
1515291502,1,ECM
1515291507,1,ECM
1515291521,1,ECM
1515291527,1,ECM
1515291578,1,ECM
1515291580,1,ECM
1515291596,1,ECM
1515291645,1,ECM
1515291653,1,ECM
1515291655,1,ECM
1515291658,1,ECM
1515291659,1,ECM
1515291675,1,ECM
1515291678,1,ECM
1515291726,1,ECM
1515291727,1,ECM
1515291729,1,ECM
1515291753,1,ECM
1515291783,1,ECM
1515291788,1,ECM
1515291791,1,ECM
1515291801,1,ECM
1515291805,1,ECM
1515291859,1,ECM
1515291864,1,ECM
1515291874,1,ECM
1515291883,1,ECM
1515291884,1,ECM
1515291921,1,ECM
1515291935,1,ECM
1515291948,1,ECM
1515291952,1,ECM
1515291956,1,ECM
1515292010,1,ECM
1515292011,1,ECM
1515292021,1,ECM
1515292063,1,ECM
1515292147,1,ECM
1515292148,1,ECM
1515292158,1,ECM
1515292160,1,ECM
1515292163,1,ECM
1515292167,1,ECM
1515292204,1,ECM
1515292219,1,ECM
1515292274,1,ECM
1515292276,1,ECM
1515292277,1,ECM
1515292281,1,ECM
1515292282,1,ECM
1515292284,1,ECM
1515292291,1,ECM
1515292303,1,ECM
1515292359,1,ECM
1515292367,1,ECM
1515292369,1,ECM
1515292401,1,ECM
1515292402,1,ECM
1515292414,1,ECM
1515292424,1,ECM
1515292473,1,ECM
1515292476,1,ECM
1515292477,1,ECM
1515292478,1,ECM
1515292479,1,ECM
1515292481,1,ECM
1515292483,1,ECM
1515292484,1,ECM
1515292485,1,ECM
1515292489,1,ECM
1515292492,1,ECM
1515292498,1,ECM
1515292499,1,ECM
1515292546,1,ECM
1515292552,1,ECM
1515292557,1,ECM
1515292560,1,ECM
1515292570,1,ECM
1515292576,1,ECM
1515292616,1,ECM
1515292619,1,ECM
1515292635,1,ECM
1515292645,1,ECM
1515292652,1,ECM
1515292689,1,ECM
1515292691,1,ECM
1515292698,1,ECM
1515292703,1,ECM
1515292704,1,ECM
1515292705,1,ECM
1515292707,1,ECM
1515292756,1,ECM
1515292765,1,ECM
1515292766,1,ECM
1515292768,1,ECM
1515292770,1,ECM
1515292772,1,ECM
1515292776,1,ECM
1515292812,1,ECM
1515292813,1,ECM
1515292814,1,ECM
1515292819,1,ECM
1515292822,1,ECM
1515292832,1,ECM
1515292885,1,ECM
1515292887,1,ECM
1515292893,1,ECM
1515292902,1,ECM
1515292903,1,ECM
1515292910,1,ECM
1515292912,1,ECM
1515292968,1,ECM
1515292974,1,ECM
1515292993,1,ECM
1515293034,1,ECM
1515293036,1,ECM
1515293042,1,ECM
1515293043,1,ECM
1515293054,1,ECM
1515293077,1,ECM
1515293080,1,ECM
1515293081,1,ECM
1515293082,1,ECM
1515293083,1,ECM
1515293087,1,ECM
1515293089,1,ECM
1515293090,1,ECM
1515293094,1,ECM
1515293096,1,ECM
1515293105,1,ECM
1515293133,1,ECM
1515293135,1,ECM
1515293168,1,ECM
1515293194,1,ECM
1515293210,1,ECM
1515293262,1,ECM
1515293263,1,ECM
1515293275,1,ECM
1515293283,1,ECM
1515293304,1,ECM
1515293320,1,ECM
1515293329,1,ECM
1515293331,1,ECM
1515293335,1,ECM
1515293339,1,ECM
1515293341,1,ECM
1515293386,1,ECM
1515293396,1,ECM
1515293406,1,ECM
1515293455,1,ECM
1515293464,1,ECM
1515293479,1,ECM
1515293490,1,ECM
1515293517,1,ECM
1515293518,1,ECM
1515293521,1,ECM
1515293528,1,ECM
1515293531,1,ECM
1515293535,1,ECM
1515293545,1,ECM
1515293584,1,ECM
1515293600,1,ECM
1515293606,1,ECM
1515293612,1,ECM
1515293613,1,ECM
1515293650,1,ECM
1515293653,1,ECM
1515293655,1,ECM
1515293665,1,ECM
1515293667,1,ECM
1515293668,1,ECM
1515293694,1,ECM
1515293704,1,ECM
1515293716,1,ECM
1515293720,1,ECM
1515293722,1,ECM
1515293752,1,ECM
1515293761,1,ECM
1515293767,1,ECM
1515293772,1,ECM
1515293773,1,ECM
1515293811,1,ECM
1515293815,1,ECM
1515293817,1,ECM
1515293818,1,ECM
1515293819,1,ECM
1515293822,1,ECM
1515293830,1,ECM
1515293854,1,ECM
1515293864,1,ECM
1515293866,1,ECM
1515293867,1,ECM
1515293870,1,ECM
1515293875,1,ECM
1515293913,1,ECM
1515293916,1,ECM
1515293921,1,ECM
1515293925,1,ECM
1515293927,1,ECM
1515293945,1,ECM
1515293946,1,ECM
1515293951,1,ECM
1515294002,1,ECM
1515294006,1,ECM
1515294009,1,ECM
1515294011,1,ECM
1515294016,1,ECM
1515294019,1,ECM
1515294024,1,ECM
1515294029,1,ECM
1515294071,1,ECM
1515294111,1,ECM
1515294117,1,ECM
1515294125,1,ECM
1515294160,1,ECM
1515294173,1,ECM
1515294175,1,ECM
1515294179,1,ECM
1515294183,1,ECM
1515294217,1,ECM
1515294220,1,ECM
1515294257,1,ECM
1515294258,1,ECM
1515294261,1,ECM
1515294262,1,ECM
1515294266,1,ECM
1515294270,1,ECM
1515294271,1,ECM
1515294286,1,ECM
1515294327,1,ECM
1515294362,1,ECM
1515294365,1,ECM
1515294369,1,ECM
1515294370,1,ECM
1515294385,1,ECM
1515294420,1,ECM
1515294421,1,ECM
1515294423,1,ECM
1515294466,1,ECM
1515294467,1,ECM
1515294470,1,ECM
1515294474,1,ECM
1515294475,1,ECM
1515294481,1,ECM
1515294483,1,ECM
1515294528,1,ECM
1515294536,1,ECM
1515294541,1,ECM
1515294567,1,ECM
1515294573,1,ECM
1515294580,1,ECM
1515294581,1,ECM
1515294594,1,ECM
1515294595,1,ECM
1515294597,1,ECM
1515294622,1,ECM
1515294627,1,ECM
1515294635,1,ECM
1515294644,1,ECM
1515294685,1,ECM
1515294686,1,ECM
1515294689,1,ECM
1515294692,1,ECM
1515294724,1,ECM
1515294731,1,ECM
1515294737,1,ECM
1515294740,1,ECM
1515294747,1,ECM
1515294748,1,ECM
1515294752,1,ECM
1515294755,1,ECM
1515294780,1,ECM
1515294782,1,ECM
1515294793,1,ECM
1515294798,1,ECM
1515294831,1,ECM
1515294832,1,ECM
1515294839,1,ECM
1515294850,1,ECM
1515294852,1,ECM
1515294853,1,ECM
1515294896,1,ECM
1515294928,1,ECM
1515294949,1,ECM
1515294980,1,ECM
1515294982,1,ECM
1515295006,1,ECM
1515295009,1,ECM
1515295048,1,ECM
1515295052,1,ECM
1515295095,1,ECM
1515295126,1,ECM
1515295155,1,ECM
1515295161,1,ECM
1515295174,1,ECM
1515295189,1,ECM
1515295194,1,ECM
1515295197,1,ECM
1515295206,1,ECM
1515295211,1,ECM
1515295216,1,ECM
1515295220,1,ECM
1515295225,1,ECM
1515295249,1,ECM
1515295251,1,ECM
1515295255,1,ECM
1515295271,1,ECM
1515295272,1,ECM
1515295273,1,ECM
1515295279,1,ECM
1515295280,1,ECM
1515295302,1,ECM
1515295336,1,ECM
1515295339,1,ECM
1515295341,1,ECM
1515295343,1,ECM
1515295344,1,ECM
1515295348,1,ECM
1515295351,1,ECM
1515295356,1,ECM
1515295361,1,ECM
1515295380,1,ECM
1515295382,1,ECM
1515295389,1,ECM
1515295392,1,ECM
1515295395,1,ECM
1515295408,1,ECM
1515295413,1,ECM
1515295432,1,ECM
1515295502,1,ECM
1515295510,1,ECM
1515295515,1,ECM
1515295528,1,ECM
1515295529,1,ECM
1515295531,1,ECM
1515295539,1,ECM
1515295541,1,ECM
1515295545,1,ECM
1515295546,1,ECM
1515295550,1,ECM
1515295571,1,ECM
1515295573,1,ECM
1515295586,1,ECM
1515295588,1,ECM
1515295589,1,ECM
1515295605,1,ECM
1515295608,1,ECM
1515295610,1,ECM
1515295623,1,ECM
1515295641,1,ECM
1515295648,1,ECM
1515295650,1,ECM
1515295651,1,ECM
1515295670,1,ECM
1515295671,1,ECM
1515295677,1,ECM
1515295680,1,ECM
1515295703,1,ECM
1515295711,1,ECM
1515295716,1,ECM
1515295736,1,ECM
1515295754,1,ECM
1515295761,1,ECM
1515295768,1,ECM
1515295770,1,ECM
1515295795,1,ECM
1515295815,1,ECM
1515295824,1,ECM
1515295836,1,ECM
1515295838,1,ECM
1515295844,1,ECM
1515295848,1,ECM
1515295852,1,ECM
1515295863,1,ECM
1515295870,1,ECM
1515295872,1,ECM
1515295873,1,ECM
1515295880,1,ECM
1515295885,1,ECM
1515295887,1,ECM
1515295914,1,ECM
1515295924,1,ECM
1515295926,1,ECM
1515295927,1,ECM
1515295929,1,ECM
1515295935,1,ECM
1515295938,1,ECM
1515295943,1,ECM
1515295954,1,ECM
1515295962,1,ECM
1515295967,1,ECM
1515295971,1,ECM
1515295973,1,ECM
1515295974,1,ECM
1515295998,1,ECM
1515295999,1,ECM
1515296040,1,ECM
1515296043,1,ECM
1515296044,1,ECM
1515296045,1,ECM
1515296068,1,ECM
1515296073,1,ECM
1515296077,1,ECM
